"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"885","1 Lincoln St, Boston, MA","846","0 Beacham Street, Everett","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1450,1016,2067
"885","1 Lincoln St, Boston, MA","847","100 Sycamore Street, Winter Hill, Somerville","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1353,916,1996
"885","1 Lincoln St, Boston, MA","848","0 Wallace Street, Tufts, Somerville","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1842,1386,2447
"885","1 Lincoln St, Boston, MA","851","100 Groton Road, North Chelmsford, Chelmsford","5/28/2017 - 8/26/2017, Weekdays, PM Peak",3112,2458,3939
"885","1 Lincoln St, Boston, MA","853","400 Bedford Street, Lakeville","5/28/2017 - 8/26/2017, Weekdays, PM Peak",4151,3270,5268
"885","1 Lincoln St, Boston, MA","854","200 Miller Street, Middleborough","5/28/2017 - 8/26/2017, Weekdays, PM Peak",4408,3600,5397
"885","1 Lincoln St, Boston, MA","855","Green Street, Middleborough","5/28/2017 - 8/26/2017, Weekdays, PM Peak",4001,3155,5073
"885","1 Lincoln St, Boston, MA","856","400 Commonwealth Avenue, Back Bay, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",870,385,1965
"885","1 Lincoln St, Boston, MA","857","100 Norway Street, Fenway/Kenmore, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1205,802,1809
"885","1 Lincoln St, Boston, MA","859","0 Whispering Pines Path, West Wareham, Wareham","5/28/2017 - 8/26/2017, Weekdays, PM Peak",4949,4079,6003
"885","1 Lincoln St, Boston, MA","861","0 South Waverly Street, Brighton, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",938,520,1689
"885","1 Lincoln St, Boston, MA","862","0 Atkins Street, Brighton, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",897,518,1550
"885","1 Lincoln St, Boston, MA","863","0 Strathmore Road, Brighton, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1840,1305,2593
"885","1 Lincoln St, Boston, MA","864","0 Dustin Street, Brighton, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1355,907,2023
"885","1 Lincoln St, Boston, MA","865","0 Bellvista Road, Brighton, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1689,1161,2457
"885","1 Lincoln St, Boston, MA","866","0 Braintree Street, Allston, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",901,498,1628
"885","1 Lincoln St, Boston, MA","867","0 Barry Street, Dorchester, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1440,995,2082
"885","1 Lincoln St, Boston, MA","868","100 Whitfield Street, Dorchester, Dorchester Center, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1953,1406,2711
"885","1 Lincoln St, Boston, MA","869","0 Wales Street, Roxbury, Dorchester Center, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1928,1383,2685
"885","1 Lincoln St, Boston, MA","870","0 Willowwood Street, Mattapan, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",2094,1465,2992
"885","1 Lincoln St, Boston, MA","871","0 Chipman Street, Dorchester, Dorchester Center, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1873,1317,2661
"885","1 Lincoln St, Boston, MA","872","Southeast Expressway, Dorchester, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",970,577,1628
"885","1 Lincoln St, Boston, MA","873","100 Manchester Street, Mattapan, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1674,1132,2473
"885","1 Lincoln St, Boston, MA","874","0 Outlook Road, Wellington Hill, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",2263,1654,3094
"885","1 Lincoln St, Boston, MA","875","200 Hyde Park Avenue, Jamaica Plain, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1958,1530,2504
"885","1 Lincoln St, Boston, MA","876","100 Neponset Avenue, Roslindale, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1964,1483,2599
"885","1 Lincoln St, Boston, MA","877","0 Eliot Street, Jamaica Plain, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1966,1484,2603
"885","1 Lincoln St, Boston, MA","878","200 Public Alley 432, Back Bay, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",666,277,1600
"885","1 Lincoln St, Boston, MA","879","0 River Street Place, Beacon Hill, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",714,359,1416
"885","1 Lincoln St, Boston, MA","880","100 Charles Street, Beacon Hill, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",836,506,1379
"885","1 Lincoln St, Boston, MA","881","0 Stillman Street, North End, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",580,328,1023
"885","1 Lincoln St, Boston, MA","882","200 Hanover Street, North End, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",595,329,1075
"885","1 Lincoln St, Boston, MA","883","200 Seaport Boulevard, Seaport District, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",379,183,782
"885","1 Lincoln St, Boston, MA","884","South Boston Bypass, South Boston, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",324,116,899
"885","1 Lincoln St, Boston, MA","886","0 Malden Street, South End, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",416,178,967
"885","1 Lincoln St, Boston, MA","887","0 Mount Pleasant Terrace, Roxbury, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",927,620,1384
"885","1 Lincoln St, Boston, MA","888","133100 Vernon Street, Roxbury, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",947,665,1348
"885","1 Lincoln St, Boston, MA","889","100 Fisher Avenue, Mission Hill, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1518,1118,2060
"885","1 Lincoln St, Boston, MA","890","0 Jamaica Street, Jamaica Plain, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1848,1413,2416
"885","1 Lincoln St, Boston, MA","891","0 Stedman Street, Jamaica Plain, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1686,1290,2202
"885","1 Lincoln St, Boston, MA","892","200 Chestnut Avenue, Jamaica Plain, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1652,1246,2189
"885","1 Lincoln St, Boston, MA","893","0 Hastings Street, West Roxbury, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",2373,1884,2987
"885","1 Lincoln St, Boston, MA","894","0 Wren Street, West Roxbury, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",2518,1981,3199
"885","1 Lincoln St, Boston, MA","895","0 Edson Street, Hyde Park, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",2491,1971,3146
"885","1 Lincoln St, Boston, MA","896","300 Columbia Street, Wellington-Harrington, Cambridge","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1582,1151,2173
"885","1 Lincoln St, Boston, MA","897","0 Cleveland Street, Hyde Park, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",2500,1950,3204
"885","1 Lincoln St, Boston, MA","898","0 Webster Street, Hyde Park, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",2305,1701,3123
"885","1 Lincoln St, Boston, MA","899","0 Watts Street, Chelsea","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1249,821,1899
"885","1 Lincoln St, Boston, MA","900","0 Boatswains Way, Chelsea","5/28/2017 - 8/26/2017, Weekdays, PM Peak",920,573,1474
"885","1 Lincoln St, Boston, MA","901","0 Willoughby Street, Chelsea","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1265,837,1910
"885","1 Lincoln St, Boston, MA","902","0 Centre Street, Roxbury, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1120,790,1587
"885","1 Lincoln St, Boston, MA","903","0 Gaston Street, Roxbury, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1463,1072,1995
"885","1 Lincoln St, Boston, MA","904","0 Wolcott Street, Dorchester, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1657,1189,2307
"885","1 Lincoln St, Boston, MA","905","100 Geneva Avenue, Dorchester, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1448,1035,2025
"885","1 Lincoln St, Boston, MA","906","0 Romsey Circle, Dorchester, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",781,407,1497
"885","1 Lincoln St, Boston, MA","907","0 Gene Street, Dorchester, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1107,733,1670
"885","1 Lincoln St, Boston, MA","908","0 Monadnock Street, Dorchester, Boston","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1219,835,1779
"885","1 Lincoln St, Boston, MA","909","500 Squire Road, Revere","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1533,1027,2288
"885","1 Lincoln St, Boston, MA","911","200 Garfield Avenue, Revere","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1370,940,1995
"885","1 Lincoln St, Boston, MA","912","100 Crest Avenue, Revere","5/28/2017 - 8/26/2017, Weekdays, PM Peak",1427,997,2041
